LCS01.LC3RRUN.WJSBMH01,MDSS01.LC03RUN.WJSBMH01,MDSS01.LC03CALC.WJSBEV01,2,Boost_Run_Hours         ,Will,
LCS01.LC3RRUN.WJSSMH01,MDSS01.LC03RUN.WJSSMH01,MDSS01.LC03CALC.WJSSEV01,2,Steer_Run_Hours         ,Will,
LCS01.LC3RRUN.FOT1MH03,MDSS01.LC03RUN.FOT1MH03,MDSS01.LC03CALC.FOT1EV03,1,FOP1A High Vibr Hours   ,Kris,0.001
LCS01.LC3RRUN.FOT2MH03,MDSS01.LC03RUN.FOT2MH03,MDSS01.LC03CALC.FOT2EV03,1,FOP1B High Vibr Hours   ,Kris,0.001
LCS01.LC3RRUN.CG01MH05,MDSS01.LC03RUN.CG01MH05,MDSS01.LC03CALC.CG01EV05,1,CGLowMDCLSHPLOPres      ,Will,0.01
LCS01.LC3RRUN.CG01MH06,MDSS01.LC03RUN.CG01MH06,MDSS01.LC03CALC.CG01EV06,1,CGLowMDCHSHPLOPres      ,Will,0.01
LCS01.LC3RRUN.CG01MH07,MDSS01.LC03RUN.CG01MH07,MDSS01.LC03CALC.CG01EV07,1,CGLowGearInletLOPres    ,Will,0.01
LCS01.LC3RRUN.CG01MH11,MDSS01.LC03RUN.CG01MH11,MDSS01.LC03CALC.CG01EV11,1,CGMDCLSSlip             ,Will,0.01
LCS01.LC3RRUN.CG01MH13,MDSS01.LC03RUN.CG01MH13,MDSS01.LC03CALC.CG01EV13,1,CGMDCHSSlip             ,Will,0.01
LCS01.LC3RRUN.CG02MH05,MDSS01.LC03RUN.CG02MH05,MDSS01.LC03CALC.CG02EV05,1,CGLowMDCLSHPLOPres      ,Will,0.01
LCS01.LC3RRUN.CG02MH06,MDSS01.LC03RUN.CG02MH06,MDSS01.LC03CALC.CG02EV06,1,CGLowMDCHSHPLOPres      ,Will,0.01
LCS01.LC3RRUN.CG02MH07,MDSS01.LC03RUN.CG02MH07,MDSS01.LC03CALC.CG02EV07,1,CGLowGearInletLOPres    ,Will,0.01
LCS01.LC3RRUN.CG02MH11,MDSS01.LC03RUN.CG02MH11,MDSS01.LC03CALC.CG02EV11,1,CGMDCLSSlip             ,Will,0.01
LCS01.LC3RRUN.CG02MH13,MDSS01.LC03RUN.CG02MH13,MDSS01.LC03CALC.CG02EV13,1,CGMDCHSSlip             ,Will,0.01
LCS01.LC3RRUN.DG01MH03,MDSS01.LC03RUN.DG01MH03,MDSS01.LC03CALC.DG01EV03,1,DGJWTEMPHI              ,Trey,0.01
LCS01.LC3RRUN.DG01MH04,MDSS01.LC03RUN.DG01MH04,MDSS01.LC03CALC.DG01EV04,1,DGLOTEMPHI              ,Trey,0.02
LCS01.LC3RRUN.DG01MH05,MDSS01.LC03RUN.DG01MH05,MDSS01.LC03CALC.DG01EV05,1,DGKWHI                  ,Trey,0.05
LCS01.LC3RRUN.DG01MH07,MDSS01.LC03RUN.DG01MH07,MDSS01.LC03CALC.DG01EV07,1,DGA1_2HI                ,Trey,0.025
LCS01.LC3RRUN.DG01MH08,MDSS01.LC03RUN.DG01MH08,MDSS01.LC03CALC.DG01EV08,1,DGA3_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG01MH09,MDSS01.LC03RUN.DG01MH09,MDSS01.LC03CALC.DG01EV09,1,DGB1_3HI                ,Trey,0.025
LCS01.LC3RRUN.DG01MH10,MDSS01.LC03RUN.DG01MH10,MDSS01.LC03CALC.DG01EV10,1,DGB2_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG01MH11,MDSS01.LC03RUN.DG01MH11,MDSS01.LC03CALC.DG01EV11,1,DGWNDGTHI               ,Trey,0.001
LCS01.LC3RRUN.DG02MH03,MDSS01.LC03RUN.DG02MH03,MDSS01.LC03CALC.DG02EV03,1,DGJWTEMPHI              ,Trey,0.01
LCS01.LC3RRUN.DG02MH04,MDSS01.LC03RUN.DG02MH04,MDSS01.LC03CALC.DG02EV04,1,DGLOTEMPHI              ,Trey,0.02
LCS01.LC3RRUN.DG02MH05,MDSS01.LC03RUN.DG02MH05,MDSS01.LC03CALC.DG02EV05,1,DGKWHI                  ,Trey,0.05
LCS01.LC3RRUN.DG02MH07,MDSS01.LC03RUN.DG02MH07,MDSS01.LC03CALC.DG02EV07,1,DGA1_2HI                ,Trey,0.025
LCS01.LC3RRUN.DG02MH08,MDSS01.LC03RUN.DG02MH08,MDSS01.LC03CALC.DG02EV08,1,DGA3_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG02MH09,MDSS01.LC03RUN.DG02MH09,MDSS01.LC03CALC.DG02EV09,1,DGB1_3HI                ,Trey,0.025
LCS01.LC3RRUN.DG02MH10,MDSS01.LC03RUN.DG02MH10,MDSS01.LC03CALC.DG02EV10,1,DGB2_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG02MH11,MDSS01.LC03RUN.DG02MH11,MDSS01.LC03CALC.DG02EV11,1,DGWNDGTHI               ,Trey,0.001
LCS01.LC3RRUN.DG03MH03,MDSS01.LC03RUN.DG03MH03,MDSS01.LC03CALC.DG03EV03,1,DGJWTEMPHI              ,Trey,0.01
LCS01.LC3RRUN.DG03MH04,MDSS01.LC03RUN.DG03MH04,MDSS01.LC03CALC.DG03EV04,1,DGLOTEMPHI              ,Trey,0.02
LCS01.LC3RRUN.DG03MH05,MDSS01.LC03RUN.DG03MH05,MDSS01.LC03CALC.DG03EV05,1,DGKWHI                  ,Trey,0.05
LCS01.LC3RRUN.DG03MH07,MDSS01.LC03RUN.DG03MH07,MDSS01.LC03CALC.DG03EV07,1,DGA1_2HI                ,Trey,0.025
LCS01.LC3RRUN.DG03MH08,MDSS01.LC03RUN.DG03MH08,MDSS01.LC03CALC.DG03EV08,1,DGA3_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG03MH09,MDSS01.LC03RUN.DG03MH09,MDSS01.LC03CALC.DG03EV09,1,DGB1_3HI                ,Trey,0.025
LCS01.LC3RRUN.DG03MH10,MDSS01.LC03RUN.DG03MH10,MDSS01.LC03CALC.DG03EV10,1,DGB2_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG03MH11,MDSS01.LC03RUN.DG03MH11,MDSS01.LC03CALC.DG03EV11,1,DGWNDGTHI               ,Trey,0.001
LCS01.LC3RRUN.DG04MH03,MDSS01.LC03RUN.DG04MH03,MDSS01.LC03CALC.DG04EV03,1,DGJWTEMPHI              ,Trey,0.01
LCS01.LC3RRUN.DG04MH04,MDSS01.LC03RUN.DG04MH04,MDSS01.LC03CALC.DG04EV04,1,DGLOTEMPHI              ,Trey,0.02
LCS01.LC3RRUN.DG04MH05,MDSS01.LC03RUN.DG04MH05,MDSS01.LC03CALC.DG04EV05,1,DGKWHI                  ,Trey,0.05
LCS01.LC3RRUN.DG04MH07,MDSS01.LC03RUN.DG04MH07,MDSS01.LC03CALC.DG04EV07,1,DGA1_2HI                ,Trey,0.025
LCS01.LC3RRUN.DG04MH08,MDSS01.LC03RUN.DG04MH08,MDSS01.LC03CALC.DG04EV08,1,DGA3_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG04MH09,MDSS01.LC03RUN.DG04MH09,MDSS01.LC03CALC.DG04EV09,1,DGB1_3HI                ,Trey,0.025
LCS01.LC3RRUN.DG04MH10,MDSS01.LC03RUN.DG04MH10,MDSS01.LC03CALC.DG04EV10,1,DGB2_4HI                ,Trey,0.025
LCS01.LC3RRUN.DG04MH11,MDSS01.LC03RUN.DG04MH11,MDSS01.LC03CALC.DG04EV11,1,DGWNDGTHI               ,Trey,0.001
LCS01.LC3RRUN.GT01MH02,MDSS01.LC03RUN.GT01MH02,MDSS01.LC03CALC.GT01EV02,1,Engine Overheating      ,Trey,0.025
LCS01.LC3RRUN.GT01MH03,MDSS01.LC03RUN.GT01MH03,MDSS01.LC03CALC.GT01EV03,1,LO Overheating          ,Trey,0.025
LCS01.LC3RRUN.GT01MH06,MDSS01.LC03RUN.GT01MH06,MDSS01.LC03CALC.GT01EV06,1,IP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT01MH07,MDSS01.LC03RUN.GT01MH07,MDSS01.LC03CALC.GT01EV07,1,HP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT01MH08,MDSS01.LC03RUN.GT01MH08,MDSS01.LC03CALC.GT01EV08,1,LP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT01MH15,MDSS01.LC03RUN.GT01MH15,MDSS01.LC03CALC.GT01EV15,1,TCAF Overheating        ,Trey,0.05
LCS01.LC3RRUN.GT01MH16,MDSS01.LC03RUN.GT01MH16,MDSS01.LC03CALC.GT01EV16,1,TCAR Overheating        ,Trey,0.05
LCS01.LC3RRUN.GT01MH18,MDSS01.LC03RUN.GT01MH18,MDSS01.LC03CALC.GT01EV18,1,Low LO Supply Pres      ,Trey,0.05
LCS01.LC3RRUN.GT01MH27,MDSS01.LC03RUN.GT01MH27,MDSS01.LC03CALC.GT01EV19,1,HighFrontVib            ,Trey,0.01
LCS01.LC3RRUN.GT01MH28,MDSS01.LC03RUN.GT01MH28,MDSS01.LC03CALC.GT01EV20,1,HighMidVib              ,Trey,0.01
LCS01.LC3RRUN.GT01MH29,MDSS01.LC03RUN.GT01MH29,MDSS01.LC03CALC.GT01EV21,1,HighRearVib             ,Trey,0.01
LCS01.LC3RRUN.GT02MH02,MDSS01.LC03RUN.GT02MH02,MDSS01.LC03CALC.GT02EV02,1,Engine Overheating      ,Trey,0.025
LCS01.LC3RRUN.GT02MH03,MDSS01.LC03RUN.GT02MH03,MDSS01.LC03CALC.GT02EV03,1,LO Overheating          ,Trey,0.025
LCS01.LC3RRUN.GT02MH06,MDSS01.LC03RUN.GT02MH06,MDSS01.LC03CALC.GT02EV06,1,IP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT02MH07,MDSS01.LC03RUN.GT02MH07,MDSS01.LC03CALC.GT02EV07,1,HP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT02MH08,MDSS01.LC03RUN.GT02MH08,MDSS01.LC03CALC.GT02EV08,1,LP Overspeed            ,Trey,0.025
LCS01.LC3RRUN.GT02MH15,MDSS01.LC03RUN.GT02MH15,MDSS01.LC03CALC.GT02EV15,1,TCAF Overheating        ,Trey,0.05
LCS01.LC3RRUN.GT02MH16,MDSS01.LC03RUN.GT02MH16,MDSS01.LC03CALC.GT02EV16,1,TCAR Overheating        ,Trey,0.05
LCS01.LC3RRUN.GT02MH18,MDSS01.LC03RUN.GT02MH18,MDSS01.LC03CALC.GT02EV18,1,Low LO Supply Pres      ,Trey,0.05
LCS01.LC3RRUN.GT02MH27,MDSS01.LC03RUN.GT02MH27,MDSS01.LC03CALC.GT02EV19,1,HighFrontVib            ,Trey,0.01
LCS01.LC3RRUN.GT02MH28,MDSS01.LC03RUN.GT02MH28,MDSS01.LC03CALC.GT02EV20,1,HighMidVib              ,Trey,0.01
LCS01.LC3RRUN.GT02MH29,MDSS01.LC03RUN.GT02MH29,MDSS01.LC03CALC.GT02EV21,1,HighRearVib             ,Trey,0.01
LCS01.LC3RRUN.MP01MH03,MDSS01.LC03RUN.MP01MH03,MDSS01.LC03CALC.MP01EV03,1,MPACOilPresLow          ,Mike S,0.025
LCS01.LC3RRUN.MP02MH03,MDSS01.LC03RUN.MP02MH03,MDSS01.LC03CALC.MP02EV03,1,MPACOilPresLow          ,Mike S,0.025
LCS01.LC3RRUN.PD01MH05,MDSS01.LC03RUN.PD01MH05,MDSS01.LC03CALC.PD01EV05,1,PDES LOOverheating      ,Trey,0.02
LCS01.LC3RRUN.PD01MH06,MDSS01.LC03RUN.PD01MH06,MDSS01.LC03CALC.PD01EV06,1,PDES EngineOverpowered  ,Trey,0.05
LCS01.LC3RRUN.PD01MH07,MDSS01.LC03RUN.PD01MH07,MDSS01.LC03CALC.PD01EV07,1,PDES EngineUnderpowered ,Trey,0.002
LCS01.LC3RRUN.PD01MH08,MDSS01.LC03RUN.PD01MH08,MDSS01.LC03CALC.PD01EV08,1,PDES CylA1Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH09,MDSS01.LC03RUN.PD01MH09,MDSS01.LC03CALC.PD01EV09,1,PDES CylA2Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH10,MDSS01.LC03RUN.PD01MH10,MDSS01.LC03CALC.PD01EV10,1,PDES CylA3Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH11,MDSS01.LC03RUN.PD01MH11,MDSS01.LC03CALC.PD01EV11,1,PDES CylA4Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH12,MDSS01.LC03RUN.PD01MH12,MDSS01.LC03CALC.PD01EV12,1,PDES CylA5Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH13,MDSS01.LC03RUN.PD01MH13,MDSS01.LC03CALC.PD01EV13,1,PDES CylA6Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH14,MDSS01.LC03RUN.PD01MH14,MDSS01.LC03CALC.PD01EV14,1,PDES CylA7Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH15,MDSS01.LC03RUN.PD01MH15,MDSS01.LC03CALC.PD01EV15,1,PDES CylA8Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH16,MDSS01.LC03RUN.PD01MH16,MDSS01.LC03CALC.PD01EV16,1,PDES CylB1Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH17,MDSS01.LC03RUN.PD01MH17,MDSS01.LC03CALC.PD01EV17,1,PDES CylB2Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH18,MDSS01.LC03RUN.PD01MH18,MDSS01.LC03CALC.PD01EV18,1,PDES CylB3Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH19,MDSS01.LC03RUN.PD01MH19,MDSS01.LC03CALC.PD01EV19,1,PDES CylB4Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH20,MDSS01.LC03RUN.PD01MH20,MDSS01.LC03CALC.PD01EV20,1,PDES CylB5Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH21,MDSS01.LC03RUN.PD01MH21,MDSS01.LC03CALC.PD01EV21,1,PDES CylB6Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH22,MDSS01.LC03RUN.PD01MH22,MDSS01.LC03CALC.PD01EV22,1,PDES CylB7Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH23,MDSS01.LC03RUN.PD01MH23,MDSS01.LC03CALC.PD01EV23,1,PDES CylB8Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD01MH24,MDSS01.LC03RUN.PD01MH24,MDSS01.LC03CALC.PD01EV24,1,PDES Low LO Supply Pres ,Trey,0.02
LCS01.LC3RRUN.PD01MH25,MDSS01.LC03RUN.PD01MH25,MDSS01.LC03CALC.PD01EV25,1,PDES Low LO Supply Pres ,Trey,0.02
