MDSS01.LC03PRMA.DG02060,Stator Winding Electrical Failure,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02061,Generator Overheating,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02062,JW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02063,SW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02064,FO Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02065,Generator Air Cooler Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02066,Main Bearing 1 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02067,Main Bearing 2 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02068,Main Bearing 3 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02069,Main Bearing 4 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02070,Main Bearing 5 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02071,LO Cooling Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02072,LO Gallery Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02073,Rotor ImbalanceEccentric,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02074,LOOSE FOUNDATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02075,Rotor Bars Broken,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02076,POWER CABLES DAMAGED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02077,ELECTRICAL PROBLEM,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02078,HARMONIC DISTORTION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02079,FO Pump Mistimed,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02080,CCV FILTER CLOGGEDDIRTY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02081,LO CONDITION UNSATISFACTORY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02082,PARTICLE CONTAMINATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02083,INSUFFICIENT OIL VISCOSITY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02084,OIL OVERHEATED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02085,H2O CONTENT HIGH,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02086,ADDITIVE PACKAGE DEPLETED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG02GPI1,GOVERNOR CONTROL FAILURE,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03001,L Turbocharger WornDirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03002,R Turbocharger WornDirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03003,L Intercooler SW Side Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03004,R Intercooler SW Side Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03005,L Intercooler Air Path Blocked,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03006,R Intercooler Air Path Blocked,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03007,L1 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03008,L2 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03009,L3 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03010,L4 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03011,R1 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03012,R2 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03013,R3 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03014,R4 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03015,L1 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03016,L2 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03017,L3 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03018,L4 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03019,R1 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03020,R2 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03021,R3 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03022,R4 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03031,L1 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03032,L2 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03033,L3 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03034,L4 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03035,R1 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03036,R2 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03037,R3 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03038,R4 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03039,L1 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03040,L2 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03041,L3 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03042,L4 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03043,R1 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03044,R2 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03045,R3 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03046,R4 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03047,L1 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03048,L2 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03049,L3 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03050,L4 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03051,R1 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03052,R2 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03053,R3 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03054,R4 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03055,L Side Improper Timing,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03056,R Side Improper Timing,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03057,JW Cooler FouledClogged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03058,DE Bearing Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03059,NDE Bearing Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03060,Stator Winding Electrical Failure,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03061,Generator Overheating,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03062,JW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03063,SW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03064,FO Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03065,Generator Air Cooler Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03066,Main Bearing 1 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03067,Main Bearing 2 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03068,Main Bearing 3 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03069,Main Bearing 4 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03070,Main Bearing 5 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03071,LO Cooling Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03072,LO Gallery Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03073,Rotor ImbalanceEccentric,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03074,LOOSE FOUNDATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03075,Rotor Bars Broken,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03076,POWER CABLES DAMAGED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03077,ELECTRICAL PROBLEM,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03078,HARMONIC DISTORTION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03079,FO Pump Mistimed,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03080,CCV FILTER CLOGGEDDIRTY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03081,LO CONDITION UNSATISFACTORY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03082,PARTICLE CONTAMINATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03083,INSUFFICIENT OIL VISCOSITY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03084,OIL OVERHEATED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03085,H2O CONTENT HIGH,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03086,ADDITIVE PACKAGE DEPLETED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG03GPI1,GOVERNOR CONTROL FAILURE,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04001,L Turbocharger WornDirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04002,R Turbocharger WornDirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04003,L Intercooler SW Side Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04004,R Intercooler SW Side Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04005,L Intercooler Air Path Blocked,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04006,R Intercooler Air Path Blocked,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04007,L1 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04008,L2 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04009,L3 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04010,L4 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04011,R1 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04012,R2 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04013,R3 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04014,R4 Fuel Injection Pump PlungerBarrel Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04015,L1 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04016,L2 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04017,L3 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04018,L4 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04019,R1 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04020,R2 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04021,R3 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04022,R4 LinerRing WornScored,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04031,L1 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04032,L2 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04033,L3 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04034,L4 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04035,R1 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04036,R2 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04037,R3 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04038,R4 Exhaust Valve Stems  Seats BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04039,L1 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04040,L2 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04041,L3 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04042,L4 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04043,R1 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04044,R2 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04045,R3 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04046,R4 Intake Valve Stems  Seats Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04047,L1 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04048,L2 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04049,L3 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04050,L4 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04051,R1 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04052,R2 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04053,R3 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04054,R4 Fuel Injector Nozzle BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04055,L Side Improper Timing,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04056,R Side Improper Timing,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04057,JW Cooler FouledClogged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04058,DE Bearing Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04059,NDE Bearing Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04060,Stator Winding Electrical Failure,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04061,Generator Overheating,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04062,JW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04063,SW Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04064,FO Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04065,Generator Air Cooler Fouled,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04066,Main Bearing 1 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04067,Main Bearing 2 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04068,Main Bearing 3 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04069,Main Bearing 4 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04070,Main Bearing 5 Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04071,LO Cooling Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04072,LO Gallery Pump Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04073,Rotor ImbalanceEccentric,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04074,LOOSE FOUNDATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04075,Rotor Bars Broken,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04076,POWER CABLES DAMAGED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04077,ELECTRICAL PROBLEM,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04078,HARMONIC DISTORTION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04079,FO Pump Mistimed,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04080,CCV FILTER CLOGGEDDIRTY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04081,LO CONDITION UNSATISFACTORY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04082,PARTICLE CONTAMINATION,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04083,INSUFFICIENT OIL VISCOSITY,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04084,OIL OVERHEATED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04085,H2O CONTENT HIGH,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04086,ADDITIVE PACKAGE DEPLETED,,,,,Shipboard BBNs
MDSS01.LC03PRMA.DG04GPI1,GOVERNOR CONTROL FAILURE,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1015,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1017,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1019,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1021,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1023,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1025,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1027,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1029,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS1031,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2015,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2017,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2019,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2021,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2023,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2025,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2027,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2029,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOS2031,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1004,FOP1A Purifier Clutch WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1005,FOP1A Purifier Top Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1007,FOP1A Purifier Bottom Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1008,FOP1A Purifier Bowl Discs Dirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1019,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1021,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1023,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1025,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1027,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1029,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1031,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1033,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1035,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1037,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1039,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1041,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1043,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1045,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1047,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1049,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1051,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1053,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1055,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1057,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1059,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1061,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1063,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1065,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1067,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1069,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1071,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1073,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1075,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1077,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1079,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1081,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1083,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1085,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1087,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1089,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1091,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1093,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1095,FO Water Contamination,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1096,FO Viscosity Change,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1097,FO SAE Contamination,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1098,FO ISO Contamination,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT1099,FO NAS Contamination,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2004,FOP1B Purifier Clutch WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2005,FOP1B Purifier Top Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2007,FOP1B Purifier Bottom Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2008,FOP1B Purifier Bowl Discs Dirty,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2019,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2021,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2023,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.FOT2025,MOV Malfunction,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01007,IP Compressor Roller Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01008,IP Compressor Rotor Blade Damage,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01009,IP Compressor Stator Blade Damage,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01010,IP Compressor Stub Shaft Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01011,HP Compressor Forward Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01013,Internal Gearbox WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01014,Radial Driveshaft from IGB WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01015,Transfer (Bevel) Gearbox WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01016,External Gearbox WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01017,HP Compressor Rotor Blade Wear,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01018,HP Compressor Stator Blade Wear,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01047,HP Turbine Rotor Blade Damage,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01048,HP Nozzle Guide Vanes BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01049,IP Turbine Rotor Blade Damage,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01050,IP Nozzle Guide Vanes BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01051,IP Turbine Roller Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01052,HP Turbine Roller Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01053,LP Turbine Roller Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01054,PTO Thrust Bearing WornDamaged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01055,Power Turbine Rotor Blade Damage,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01056,Power Turbine Nozzle Guive Vane BurntWorn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01057,WCOC FouledClogged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01058,Worn Lube Oil Pump  Low LO Supply Pres,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01059,Fuel Metering Valve Internals Worn,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01060,Fuel Metering Valve Clogged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01061,Worn Fuel Pump,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01062,WCAC FouledClogged,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01066,AirLabyrinth Seals  LP Front Bearing WornLeaking,,,,,Shipboard BBNs
MDSS01.LC03PRMA.GT01067,AirLabyrinth Seals  LP Tail Bearing WornLeaking,,,,,Shipboard BBNs
