MDSS01.LC03MDC.FOTLMD05,MdiamCum5,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMD10,MdiamCum10,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMD15,MdiamCum15,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMD20,MdiamCum20,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMD25,MdiamCum25,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMD50,MDiamCum50,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMDMN,MdiamMeanSize,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMDMS,MdiamMaxSize,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMDSD,MdiamStdDev,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLMDXL,MDiamCum10,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNAIR,NAVAIR,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNAS,NAS,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNS05,NAS 5 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNS15,NAS 15 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNS25,NAS 20 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNS50,NAS 50 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNSXL,NAS gt 100 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNV05,NAV Code 5 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNV15,NAV Code 15 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNV25,NAV Code 20 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNV50,NAV Code 50 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLNVXL,NAV Code gt 100 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOC20,Other Cum 20 um,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOC25,OtherCum25,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOC50,OtherCum50,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOCMN,OtherCntMean,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOCMS,OtherMaxSize,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOCSD,OtherCntStdDev,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOCXL,OtherCum100,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOX20,OxideCum20,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOX25,OxideCum25,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOX50,OxideCum50,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOXMN,OxideCntMean,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOXMS,OxideMaxSize,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOXSD,OxideCntStdDev,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLOXXL,OxideCum100,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA04,SAE4,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA06,SAE6,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA14,SAE14,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA21,SAE21,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA38,SAE38,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSA70,SAE70,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSAE,SAE,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
MDSS01.LC03MDC.FOTLSAEM,SAEmax,11/20/2015 11:58:51 AM,11/24/2015 11:58:51 AM,MDSS01.LC03CALC.DG01EV02|1|1,0|1002,LMS_FOT
